id,product_id,name,sku,price,compare_at_price,available,weight_value,weight_unit,image_url
frozenhashish:7564,frozenhashish:7562,100g,FH-7564,870,870,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Cali-Plates-Apple-Fritter-Hash.jpg
frozenhashish:7565,frozenhashish:7562,250g,FH-7565,2190,2190,True,250,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Cali-Plates-Apple-Fritter-Hash.jpg
frozenhashish:7571,frozenhashish:7562,500g,FH-7571,4400,4400,True,500,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Cali-Plates-Apple-Fritter-Hash.jpg
frozenhashish:8877,frozenhashish:8876,25g,FH-8877,150,150,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Chem-Pie-Hash-For-Sale.webp
frozenhashish:8878,frozenhashish:8876,50g,FH-8878,250,250,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Chem-Pie-Hash-For-Sale.webp
frozenhashish:8879,frozenhashish:8876,100g,FH-8879,450,450,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Chem-Pie-Hash-For-Sale.webp
frozenhashish:8861,frozenhashish:8858,25g,FH-8861,150,150,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Malana-Cream-Hash-1.webp
frozenhashish:8862,frozenhashish:8858,50g,FH-8862,250,250,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Malana-Cream-Hash-1.webp
frozenhashish:8863,frozenhashish:8858,100g,FH-8863,450,450,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Malana-Cream-Hash-1.webp
frozenhashish:8864,frozenhashish:8858,500g,FH-8864,2150,2150,True,500,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Malana-Cream-Hash-1.webp
frozenhashish:8865,frozenhashish:8858,1kg,FH-8865,4000,4000,True,,,https://frozenhashish.com/wp-content/uploads/2026/07/Malana-Cream-Hash-1.webp
frozenhashish:8851,frozenhashish:8848,25g,FH-8851,230,230,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Nectar-Boyz-Hash.webp
frozenhashish:8852,frozenhashish:8848,50g,FH-8852,410,410,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Nectar-Boyz-Hash.webp
frozenhashish:8853,frozenhashish:8848,100g,FH-8853,780,780,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Nectar-Boyz-Hash.webp
frozenhashish:8854,frozenhashish:8848,300g,FH-8854,2300,2300,True,300,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Nectar-Boyz-Hash.webp
frozenhashish:8855,frozenhashish:8848,500g,FH-8855,3700,3700,True,500,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Nectar-Boyz-Hash.webp
frozenhashish:8830,frozenhashish:8825,25g,FH-8830,110,110,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Tartar-Hash-for-Sale.webp
frozenhashish:8831,frozenhashish:8825,50g,FH-8831,150,150,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Tartar-Hash-for-Sale.webp
frozenhashish:8832,frozenhashish:8825,100g,FH-8832,250,250,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Tartar-Hash-for-Sale.webp
frozenhashish:8833,frozenhashish:8825,300g,FH-8833,550,550,True,300,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Tartar-Hash-for-Sale.webp
frozenhashish:8834,frozenhashish:8825,500g,FH-8834,1100,1100,True,500,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Tartar-Hash-for-Sale.webp
frozenhashish:8805,frozenhashish:8801,25g,FH-8805,125,125,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Tortuga-Farmz-Hash-.webp
frozenhashish:8806,frozenhashish:8801,50g,FH-8806,210,210,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Tortuga-Farmz-Hash-.webp
frozenhashish:8807,frozenhashish:8801,100g,FH-8807,400,400,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Tortuga-Farmz-Hash-.webp
frozenhashish:8808,frozenhashish:8801,250g,FH-8808,850,850,True,250,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Tortuga-Farmz-Hash-.webp
frozenhashish:8809,frozenhashish:8801,500g,FH-8809,1500,1500,True,500,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Tortuga-Farmz-Hash-.webp
frozenhashish:8810,frozenhashish:8801,1kg,FH-8810,2200,2200,True,,,https://frozenhashish.com/wp-content/uploads/2026/07/Tortuga-Farmz-Hash-.webp
frozenhashish:8787,frozenhashish:8783,25g,FH-8787,150,150,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/07/LONDON-POUND-CAKE-HASH.webp
frozenhashish:8788,frozenhashish:8783,50g,FH-8788,250,250,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/07/LONDON-POUND-CAKE-HASH.webp
frozenhashish:8789,frozenhashish:8783,100g,FH-8789,450,450,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/LONDON-POUND-CAKE-HASH.webp
frozenhashish:8790,frozenhashish:8783,200g,FH-8790,650,650,True,200,grams,https://frozenhashish.com/wp-content/uploads/2026/07/LONDON-POUND-CAKE-HASH.webp
frozenhashish:8791,frozenhashish:8783,500g,FH-8791,1800,1800,True,500,grams,https://frozenhashish.com/wp-content/uploads/2026/07/LONDON-POUND-CAKE-HASH.webp
frozenhashish:9290,frozenhashish:9285,25g,FH-9290,150,150,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/08/The-Bufalo-Plein-Filtered-120u-Hash.jpg
frozenhashish:9291,frozenhashish:9285,50g,FH-9291,250,250,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/08/The-Bufalo-Plein-Filtered-120u-Hash.jpg
frozenhashish:9292,frozenhashish:9285,100g,FH-9292,450,450,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/08/The-Bufalo-Plein-Filtered-120u-Hash.jpg
frozenhashish:9293,frozenhashish:9285,500g,FH-9293,2000,2000,True,500,grams,https://frozenhashish.com/wp-content/uploads/2026/08/The-Bufalo-Plein-Filtered-120u-Hash.jpg
frozenhashish:9156,frozenhashish:9154,25g,FH-9156,170,170,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/08/LVMHASH-Farm-Hash-Filtre-X3-105u.jpg
frozenhashish:9157,frozenhashish:9154,50g,FH-9157,300,300,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/08/LVMHASH-Farm-Hash-Filtre-X3-105u.jpg
frozenhashish:9158,frozenhashish:9154,100g,FH-9158,550,550,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/08/LVMHASH-Farm-Hash-Filtre-X3-105u.jpg
frozenhashish:9121,frozenhashish:9118,25g,FH-9121,150,150,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/08/Playing-With-Jiblis-Filtrer-73u-Hash.jpg
frozenhashish:9122,frozenhashish:9118,50g,FH-9122,240,240,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/08/Playing-With-Jiblis-Filtrer-73u-Hash.jpg
frozenhashish:9123,frozenhashish:9118,100g,FH-9123,380,380,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/08/Playing-With-Jiblis-Filtrer-73u-Hash.jpg
frozenhashish:9115,frozenhashish:9113,25g,FH-9115,140,140,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/08/No-Farm-Hash-90u-.jpg
frozenhashish:9116,frozenhashish:9113,50g,FH-9116,250,250,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/08/No-Farm-Hash-90u-.jpg
frozenhashish:9117,frozenhashish:9113,100g,FH-9117,450,450,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/08/No-Farm-Hash-90u-.jpg
frozenhashish:9007,frozenhashish:9003,25g,FH-9007,170,170,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/08/Darks-Farms-Hash-90u.jpg
frozenhashish:9008,frozenhashish:9003,50g,FH-9008,300,300,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/08/Darks-Farms-Hash-90u.jpg
frozenhashish:9009,frozenhashish:9003,100g,FH-9009,550,550,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/08/Darks-Farms-Hash-90u.jpg
frozenhashish:9010,frozenhashish:9003,500g,FH-9010,2400,2400,True,500,grams,https://frozenhashish.com/wp-content/uploads/2026/08/Darks-Farms-Hash-90u.jpg
frozenhashish:8770,frozenhashish:8767,25g,FH-8770,150,150,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Black-Ice-Farm-Hash-.webp
frozenhashish:8771,frozenhashish:8767,50g,FH-8771,250,250,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Black-Ice-Farm-Hash-.webp
frozenhashish:8772,frozenhashish:8767,100g,FH-8772,450,450,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Black-Ice-Farm-Hash-.webp
frozenhashish:8773,frozenhashish:8767,500g,FH-8773,2150,2150,True,500,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Black-Ice-Farm-Hash-.webp
frozenhashish:8774,frozenhashish:8767,1kg,FH-8774,4000,4000,True,,,https://frozenhashish.com/wp-content/uploads/2026/07/Black-Ice-Farm-Hash-.webp
frozenhashish:8755,frozenhashish:8755,Default,FH-8755,0,0,False,,,
frozenhashish:8701,frozenhashish:8697,25g,FH-8701,200,200,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Hasbi-Farms-Hash-For-Sale.webp
frozenhashish:8702,frozenhashish:8697,50g,FH-8702,380,380,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Hasbi-Farms-Hash-For-Sale.webp
frozenhashish:8703,frozenhashish:8697,100g,FH-8703,720,720,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Hasbi-Farms-Hash-For-Sale.webp
frozenhashish:8704,frozenhashish:8697,500g,FH-8704,3300,3300,True,500,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Hasbi-Farms-Hash-For-Sale.webp
frozenhashish:8705,frozenhashish:8697,1kg,FH-8705,6300,6300,True,,,https://frozenhashish.com/wp-content/uploads/2026/07/Hasbi-Farms-Hash-For-Sale.webp
frozenhashish:8680,frozenhashish:8678,25g,FH-8680,150,150,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Malana-Cream-Hash.webp
frozenhashish:8681,frozenhashish:8678,50g,FH-8681,280,280,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Malana-Cream-Hash.webp
frozenhashish:8682,frozenhashish:8678,100g,FH-8682,520,520,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Malana-Cream-Hash.webp
frozenhashish:8683,frozenhashish:8678,250g,FH-8683,1250,1250,True,250,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Malana-Cream-Hash.webp
frozenhashish:8684,frozenhashish:8678,500g,FH-8684,2300,2300,True,500,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Malana-Cream-Hash.webp
frozenhashish:8655,frozenhashish:8651,25g,FH-8655,200,200,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Terpy-Guyz-Hash.webp
frozenhashish:8656,frozenhashish:8651,50g,FH-8656,380,380,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Terpy-Guyz-Hash.webp
frozenhashish:8657,frozenhashish:8651,100g,FH-8657,720,720,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Terpy-Guyz-Hash.webp
frozenhashish:8658,frozenhashish:8651,500g,FH-8658,3300,3300,True,500,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Terpy-Guyz-Hash.webp
frozenhashish:8659,frozenhashish:8651,1kg,FH-8659,6400,6400,True,,,https://frozenhashish.com/wp-content/uploads/2026/07/Terpy-Guyz-Hash.webp
frozenhashish:8561,frozenhashish:8556,25g,FH-8561,250,250,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/07/On-The-Moon-Farm-Hash-.webp
frozenhashish:8562,frozenhashish:8556,50g,FH-8562,480,480,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/07/On-The-Moon-Farm-Hash-.webp
frozenhashish:8563,frozenhashish:8556,100g,FH-8563,900,900,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/On-The-Moon-Farm-Hash-.webp
frozenhashish:8051,frozenhashish:8050,10g,FH-8051,200,200,True,10,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Lebanese-Hash-Concentrate.webp
frozenhashish:8052,frozenhashish:8050,25g,FH-8052,400,400,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Lebanese-Hash-Concentrate.webp
frozenhashish:8053,frozenhashish:8050,50g.,FH-8053,750,750,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Lebanese-Hash-Concentrate.webp
frozenhashish:8054,frozenhashish:8050,100g,FH-8054,1300,1300,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Lebanese-Hash-Concentrate.webp
frozenhashish:8055,frozenhashish:8049,10g,FH-8055,200,200,True,10,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Dry-Ice-Hash-Concentrate.jpeg
frozenhashish:8056,frozenhashish:8049,25g,FH-8056,400,400,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Dry-Ice-Hash-Concentrate.jpeg
frozenhashish:8057,frozenhashish:8049,. 50g,FH-8057,750,750,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Dry-Ice-Hash-Concentrate.jpeg
frozenhashish:8058,frozenhashish:8049,100g,FH-8058,1300,1300,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Dry-Ice-Hash-Concentrate.jpeg
frozenhashish:8045,frozenhashish:8044,10g,FH-8045,200,200,True,10,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Afghan-Hash-Concentrate.jpg
frozenhashish:8046,frozenhashish:8044,25g,FH-8046,400,400,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Afghan-Hash-Concentrate.jpg
frozenhashish:8047,frozenhashish:8044,50g,FH-8047,750,750,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Afghan-Hash-Concentrate.jpg
frozenhashish:8048,frozenhashish:8044,100g,FH-8048,1300,1300,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Afghan-Hash-Concentrate.jpg
frozenhashish:8032,frozenhashish:8031,10g,FH-8032,200,200,True,10,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Moroccan-Hash-Concentrate.webp
frozenhashish:8033,frozenhashish:8031,25g,FH-8033,400,400,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Moroccan-Hash-Concentrate.webp
frozenhashish:8034,frozenhashish:8031,50g,FH-8034,750,750,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Moroccan-Hash-Concentrate.webp
frozenhashish:8035,frozenhashish:8031,100g,FH-8035,1300,1300,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Moroccan-Hash-Concentrate.webp
frozenhashish:8023,frozenhashish:8022,10g,FH-8023,200,200,True,10,grams,https://frozenhashish.com/wp-content/uploads/2026/07/hashish-fp.png
frozenhashish:8024,frozenhashish:8022,25g,FH-8024,400,400,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/07/hashish-fp.png
frozenhashish:8025,frozenhashish:8022,50g,FH-8025,750,750,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/07/hashish-fp.png
frozenhashish:8026,frozenhashish:8022,100g,FH-8026,1300,1300,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/hashish-fp.png
frozenhashish:8027,frozenhashish:8021,10g,FH-8027,200,200,True,10,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Pollen-Hash-Concentrate-2.jpg
frozenhashish:8028,frozenhashish:8021,25g,FH-8028,400,400,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Pollen-Hash-Concentrate-2.jpg
frozenhashish:8029,frozenhashish:8021,50g,FH-8029,750,750,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Pollen-Hash-Concentrate-2.jpg
frozenhashish:8030,frozenhashish:8021,100g,FH-8030,1300,1300,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Pollen-Hash-Concentrate-2.jpg
frozenhashish:7972,frozenhashish:7971,25g,FH-7972,150,150,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Labz-Farm-Hash.jpg
frozenhashish:7973,frozenhashish:7971,50g,FH-7973,285,285,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Labz-Farm-Hash.jpg
frozenhashish:7974,frozenhashish:7971,100g,FH-7974,544,544,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Labz-Farm-Hash.jpg
frozenhashish:7975,frozenhashish:7971,250g,FH-7975,1000,1000,True,250,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Labz-Farm-Hash.jpg
frozenhashish:7944,frozenhashish:7943,25g,FH-7944,150,150,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Sift-Fanatics-Hash-Concentrate.jpg
frozenhashish:7945,frozenhashish:7943,50g,FH-7945,280,280,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Sift-Fanatics-Hash-Concentrate.jpg
frozenhashish:7946,frozenhashish:7943,100g,FH-7946,530,530,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Sift-Fanatics-Hash-Concentrate.jpg
frozenhashish:7969,frozenhashish:7943,250g,FH-7969,1200,1200,True,250,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Sift-Fanatics-Hash-Concentrate.jpg
frozenhashish:7970,frozenhashish:7943,500g,FH-7970,4000,4000,True,500,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Sift-Fanatics-Hash-Concentrate.jpg
frozenhashish:8015,frozenhashish:7942,5g,FH-8015,80,80,True,5,grams,https://frozenhashish.com/wp-content/uploads/2026/07/4.jpg
frozenhashish:8016,frozenhashish:7942,10g,FH-8016,150,150,True,10,grams,https://frozenhashish.com/wp-content/uploads/2026/07/4.jpg
frozenhashish:8017,frozenhashish:7942,25g,FH-8017,350,350,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/07/4.jpg
frozenhashish:8018,frozenhashish:7942,50g,FH-8018,680,680,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/07/4.jpg
frozenhashish:8019,frozenhashish:7942,100g,FH-8019,1300,1300,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/4.jpg
frozenhashish:7938,frozenhashish:7937,10g,FH-7938,60,60,True,10,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Gelato-41-3X-Filtered-.jpg
frozenhashish:7939,frozenhashish:7937,25g,FH-7939,130,130,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Gelato-41-3X-Filtered-.jpg
frozenhashish:7940,frozenhashish:7937,50g,FH-7940,250,250,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Gelato-41-3X-Filtered-.jpg
frozenhashish:7941,frozenhashish:7937,100g,FH-7941,480,480,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Gelato-41-3X-Filtered-.jpg
frozenhashish:7934,frozenhashish:7933,25g,FH-7934,150,150,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Darks-Farms-Hash-Concentrate.jpg
frozenhashish:7935,frozenhashish:7933,50g,FH-7935,280,280,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Darks-Farms-Hash-Concentrate.jpg
frozenhashish:7936,frozenhashish:7933,100g,FH-7936,520,520,True,100,grams,https://frozenhashish.com/wp-content/uploads/2026/07/Darks-Farms-Hash-Concentrate.jpg
frozenhashish:9520,frozenhashish:9518,25g,FH-9520,170,170,True,25,grams,https://frozenhashish.com/wp-content/uploads/2026/08/MONSTER-FARM-DRY-SIFT-HASH-.jpg
frozenhashish:9521,frozenhashish:9518,50g,FH-9521,300,300,True,50,grams,https://frozenhashish.com/wp-content/uploads/2026/08/MONSTER-FARM-DRY-SIFT-HASH-.jpg
